AISLE,SHELF,DESCRIPTION,SIZE,DEPARTMENT,ECOMM_DESCRIPTION,SIGN_DESCRIPTION
200,5,KC POLSKA KIELBASA                  ,14 OZ     ,021,NULL,NULL
200,5,CAR PRD RP POLISH SA                ,14 OZ     ,021,Carolina Pride Polska Kielbasa,Carolina Pride Sausage                                                                                                                                                                                                                                         
200,5,CAR PRD ROPE SMK SAU                ,14 OZ     ,021,Carolina Pride Smoked Sausage Rope,Carolina Pride Sausage                                                                                                                                                                                                                                         
200,2,BST-CH MIXED FRUIT                  ,48 OZ     ,004,NULL,Best Choice Frozen Fruit                                                                                                                                                                                                                                       
5,6,CAMP CKY CLS CHI NDL                ,18.6 Z    ,001,Campbell`s Chunky Classic Chicken Noodle,Campbell`s Chunky Soup                                                                                                                                                                                                                                         
7,4,BST CH UNS PCH                      ,72 CT     ,005,NULL,NULL
5,6,CAMP CKY CHI CORN CH                ,18.8 Z    ,001,NULL,Campbell`s Chunky Soup                                                                                                                                                                                                                                         
200,5,JD ROLL REG SAUSAGE                 ,16 OZ     ,021,Jimmy Dean Premium Pork Sausage,Jimmy Dean Breakfast Sausage                                                                                                                                                                                                                                   
7,4,BST CH SC PCH                       ,72 CT     ,005,NULL,Best Choice Wipes                                                                                                                                                                                                                                              
5,7,CAMP CKY SAUS GUMBO                 ,18.8 Z    ,001,Campbell`s Chunky Grilled Chicken & Sausage Gumbo,Campbell`s Chunky Soup                                                                                                                                                                                                                                         
200,3,COOL WHIP LITE                      ,8 OZ      ,004,Cool Whip Lite,Cool Whip Frozen Topping                                                                                                                                                                                                                                       
7,5,HUGGIES BABY WIPES 56CT             ,56 CT     ,007,NULL,NULL
5,6,CAMP CKY VEG SOUP                   ,18.8 Z    ,001,Campbell`s Chunky Savory Vegetable,Campbell`s Chunky Soup                                                                                                                                                                                                                                         
130,3,TRKY HILL COL COFFEE ICE CREAM      ,48 OZ     ,004,NULL,Turkey Hill Ice Cream                                                                                                                                                                                                                                          
10,1,MAGIC SIZING                        ,20 OZ     ,005,NULL,Magic Sizing Fabric Finish                                                                                                                                                                                                                                     
130,3,TRKY HILL TRIO CHOCO                ,48 OZ     ,004,NULL,Turkey Hill Ice Cream                                                                                                                                                                                                                                          
200,6,KELLYS SMK BABY SGE                 ,1 LB      ,021,NULL,Kelley`s Sausage                                                                                                                                                                                                                                               
10,1,FAULT HVY REG STARCH                ,20 OZ     ,005,NULL,Fault Starch                                                                                                                                                                                                                                                   
5,7,BST-CH CKY STK&POTAT                ,18.8 OZ   ,001,Best Choice Chunky Steak & Potato Soup,Best Choice Soup                                                                                                                                                                                                                                               
200,6,KELLEYS SMKD SAUG                   ,1 LB      ,021,NULL,Kelley`s Sausage                                                                                                                                                                                                                                               
10,1,FAULT HVY LEM STARCH                ,20 OZ     ,005,NULL,NULL
200,6,E CAMPBELL RD HT LKS                ,14 OZ     ,021,Earl Campbells Red Hot Links,Earl Campbell Sausage                                                                                                                                                                                                                                          
5,7,CAMP CKY STEAK & POT                ,18.8 Z    ,001,Campbell`s Chunky Steak & Potato,Campbell`s Chunky Soup                                                                                                                                                                                                                                         
10,1,FAULT REG STARCH                    ,20 OZ     ,005,NULL,Fault Starch                                                                                                                                                                                                                                                   
200,6,EARL CAMP HOT LINK                  ,14 OZ     ,021,NULL,NULL
200,6,EC SMOKED SAUSAGE                   ,13 OZ     ,021,Earl Campbell`s Smaoke Sausage,Earl Campbell Sausage                                                                                                                                                                                                                                          
200,6,EC CHRD SMOKE SAUSG                 ,12 OZ     ,021,NULL,Earl Campbell Sausage                                                                                                                                                                                                                                          
5,7,CAMP CKY BEEF                       ,18.8 Z    ,001,Campbell`s Chunky Beef & Country Vegetables,Campbell`s Chunky Soup                                                                                                                                                                                                                                         
200,6,WILLIAM'S SAUSAGE HOT               ,16 OZ     ,021,Williams Hot Country Sausage Chub,Wampler`s Sausage                                                                                                                                                                                                                                              
10,1,STA FLO LIQ STARCH                  ,64 OZ     ,005,Sta Flo Concentrated Liquid Starch,NULL
7,5,SMPL FCL WP SKN CLNS                ,25 CT     ,007,NULL,NULL
7,5,BST-CH MOISTEND WIPE                ,84 CT     ,005,NULL,Best Choice Bath Tissue                                                                                                                                                                                                                                        
5,7,CAMP CKY HR VEG BF                  ,18.8 Z    ,001,Campbell`s Healthy Request Old Fashioned Vegetable Beef,Campbell`s Chunky Soup                                                                                                                                                                                                                                         
7,5,PC BABY WIPES                       ,80 CT     ,007,Pampers Baby Wipes,NULL
7,5,$MY FAIR BABY WIPES PRM PINK        ,72 CT     ,007,NULL,NULL
7,5,PC BABY WIPE ALOE                   ,72 CT     ,006,NULL,NULL
130,3,TURKEY HILL BL CHERY IC CRM         ,48 OZ     ,004,NULL,Turkey Hill Ice Cream                                                                                                                                                                                                                                          
200,6,BST-CH FRZN WHIP TOP                ,12 OZ     ,004,NULL,Best Choice Whipped Topping                                                                                                                                                                                                                                    
10,2,BST-CH FREE FAB SHTS                ,120 CT    ,005,NULL,Best Choice Fabric Softener                                                                                                                                                                                                                                    
200,7,CIR B SC WIENERS                    ,5 LB      ,021,NULL,NULL
10,2,SNUGGLE BLUE SPRK 80                ,80 CT     ,005,Snuggle Ultra Softener Blue Sparkle,Snuggle Fabric Softener                                                                                                                                                                                                                                        
200,6,BST-CH SLIC STRAWBRY                ,23 OZ     ,004,NULL,Best Choice Frozen Fruit                                                                                                                                                                                                                                       
7,5,ALL OVER CLEAN HUGGIES WIPES        ,EACH      ,006,NULL,NULL
200,7,CIR B HOT SMK SAUS                  ,43 OZ     ,021,NULL,NULL
10,2,GAIN DRY SHT MN BRZ                 ,120 CT    ,005,NULL,Gain Fabric Softener                                                                                                                                                                                                                                           
130,4,TURKEY HILL PISTACHIO ALM IC CR     ,48 OZ     ,004,NULL,Turkey Hill Ice Cream                                                                                                                                                                                                                                          
200,6,AL SAVE FRZN APL JCE                ,12 OZ     ,004,NULL,Always Save Frozen Apple Juice                                                                                                                                                                                                                                 
200,7,WRIGHTS BACON HICK                  ,40 OZ     ,021,NULL,Wright Bacon                                                                                                                                                                                                                                                   
200,7,KC BACON 2.5 LB                     ,40 OZ     ,021,NULL,King Cotton Bacon                                                                                                                                                                                                                                              
5,1,PRG TORTLA SP MIX                   ,7 OZ      ,001,NULL,Progresso Dry Soup Mix                                                                                                                                                                                                                                         
5,1,PRG CKN ND SP MIX                   ,7.2 Z     ,001,NULL,Progresso Dry Soup Mix                                                                                                                                                                                                                                         
5,1,OF NAT CHIC BROTH GR                ,12 OZ     ,002,NULL,NULL
5,1,BETTER BEEF BASE                    ,8 OZ      ,002,NULL,NULL
5,1,BETTER CHICKEN BASE                 ,8 OZ      ,002,NULL,NULL
130,4,TRKY HILL TN RF SUND                ,48 OZ     ,004,NULL,Turkey Hill Ice Cream                                                                                                                                                                                                                                          
10,3,BOUNCE OUTDR 120CT                  ,120 CT    ,005,Bounce Outdoof Fresh Fabric Softener Sheets,Bounce Fabric Softener                                                                                                                                                                                                                                         
7,6,BST-CH BOX SPRM SZ 3                ,80 CT     ,005,NULL,NULL
5,1,BETTER HAM BASE                     ,8 OZ      ,002,NULL,NULL
10,3,GAIN ORIG FRSH SHT                  ,120 CT    ,005,NULL,Gain Laundry                                                                                                                                                                                                                                                   
5,1,BST-CH CHKN BOULN CU                ,3.25 OZ   ,001,NULL,NULL
10,3,DWNY WRKL GD SHT                    ,60 CT     ,005,NULL,NULL
5,1,BST-CH BF BOULN CUBE                ,3.25 OZ   ,001,NULL,NULL
200,1,HP SAUSAGE  EGG CHS                 ,9 OZ      ,004,Hot Pockets Sausage Egg & Cheese,Hot Pockets Breakfast                                                                                                                                                                                                                                          
5,1,WYLER BEEF BOUL CUBE                ,3.25 OZ   ,001,Wyler`s Beef Bouillon Cubes,NULL
10,4,BST-CH MTN FAB SHTS                 ,120 CT    ,005,Best Choice Mountain Fresh Dryer Sheets,Best Choice Fabric Softener                                                                                                                                                                                                                                    
10,2,RIT RWDR DYE BLACK                  ,11/8OZ    ,006,NULL,NULL
200,1,FF PICKLED PORK FEET                ,QT        ,021,NULL,NULL
5,1,WYLER BEEF POWDER                   ,3.75 OZ   ,001,NULL,NULL
200,1,HP BACON EGG&CHEESE                 ,9 OZ      ,004,Hot Pockets Bacon Egg & Cheese,Hot Pockets Breakfast                                                                                                                                                                                                                                          
200,1,MAGNOLIA MID SOUSE                  ,6 LB      ,021,NULL,NULL
10,3,AL SAVE FAB SOFT SHT                ,40 CT     ,005,Always Save Fabric Softener Sheets,Always Save Fabric Softener                                                                                                                                                                                                                                    
200,1,BAR S CHUB BOLOGNA                  ,5 LB      ,021,NULL,Bar S Lunch Meats                                                                                                                                                                                                                                              
7,1,PC BABY LOTION                      ,12 OZ     ,007,NULL,NULL
5,1,WYLER CHIC BOUL CUBE                ,3.25 OZ   ,001,Wyler`s Chicken Bouillon Cubes,NULL
7,1,PC BABY OIL                         ,6.5 OZ    ,006,NULL,NULL
200,1,FM BOLO CHUB                        ,40 OZ     ,021,Frosty Morn Chubby Bologna,Frosty Morn Lunch Meat                                                                                                                                                                                                                                         
7,1,BL TF BABY POWDER                   ,10 OZ     ,007,NULL,NULL
5,1,GC MLM LADLE                        ,1 CT      ,006,NULL,NULL
200,1,HP PANCK BACN EGG CH                ,8.5 OZ    ,004,NULL,Hot Pockets                                                                                                                                                                                                                                                    
7,1,BABY KING SQUEEZE TOY               ,1 CT      ,006,NULL,NULL
130,1,BST-CH ORNG CRM BAR                 ,12 CT     ,004,NULL,Best Choice Ice Cream Novelties                                                                                                                                                                                                                                
10,4,BOUNCE SHT PET GD FS                ,80 CT     ,005,NULL,Bounce Fabric Softener                                                                                                                                                                                                                                         
130,3,BST-CH ICE CRM BAR                  ,12 CT     ,004,NULL,Best Choice Ice Cream Novelties                                                                                                                                                                                                                                
200,2,DW BTRMLK MINI PCAKE                ,60 CT     ,004,NULL,De Wafelbakkers Pancakes                                                                                                                                                                                                                                       
5,2,EMERIL VEG STOCK                    ,32 OZ     ,002,NULL,NULL
200,2,DW CHOC CHIP PNCKS                  ,18 CT     ,004,DeWafelbakkers Chocolate Chip Pancakes,De Wafelbakkers Pancakes                                                                                                                                                                                                                                       
5,3,BSTCH RS BEEF BROTH                 ,32 OZ     ,001,NULL,Best Choice Box Broth                                                                                                                                                                                                                                          
10,4,BOUNCE SHT PET HAIR                 ,60 CT     ,005,NULL,Bounce Fabric Softener                                                                                                                                                                                                                                         
5,2,BST-CH BEEF STOCK                   ,32 OZ     ,001,NULL,Best Choice Assorted Stocks                                                                                                                                                                                                                                    
200,2,CNTRYPL GRNON SAUS                  ,14 OZ     ,021,NULL,NULL
5,2,BST-CH CHICKEN STOCK                ,32 OZ     ,001,NULL,Best Choice Assorted Stocks                                                                                                                                                                                                                                    
200,2,CNTRYPL ORIG SAUS                   ,14 OZ     ,021,NULL,NULL
10,4,BOUNCE RAPD TCH 3N1                 ,9.7OZ     ,006,NULL,Bounce Fabric Softener                                                                                                                                                                                                                                         
5,2,SWAN UNSLT STOCK BF                 ,32 OZ     ,001,Swanson Unsalted Beef Broth,Swanson Stock                                                                                                                                                                                                                                                  
200,2,DW BLUEBERRY PANCAKE                ,18 CT     ,004,NULL,De Wafelbakkers Pancakes                                                                                                                                                                                                                                       
200,2,CP PORK&ALLIGATOR SAUSAGE           ,12OZ      ,021,NULL,NULL
5,2,SWAN CKN STOCK BOX                  ,32 OZ     ,001,Swanson Chicken Stock,Swanson Stock                                                                                                                                                                                                                                                  
130,1,BS CH ICE CRM SANDWICH              ,24 CT     ,004,NULL,NULL
10,1,EC LAUNDRY DRYR BALL                ,2 CT      ,005,NULL,NULL
5,3,BST-CH VEG BROTH                    ,32 OZ     ,001,NULL,Best Choice Box Broth                                                                                                                                                                                                                                          
200,3,AL SAVE PANCKS                      ,11 OZ     ,004,NULL,Always Save Pancakes                                                                                                                                                                                                                                           
130,2,BST-CH FUDGE BAR                    ,12 CT     ,004,NULL,Best Choice Ice Cream Novelties                                                                                                                                                                                                                                
5,3,BST-CH VEG STOCK                    ,32 OZ     ,001,NULL,Best Choice Assorted Stocks                                                                                                                                                                                                                                    
200,2,ECK TKY SMO SAUS                    ,13 OZ     ,021,Eckrich Skinless Turkey Smoked Sausage,Eckrich Sausage                                                                                                                                                                                                                                                
200,3,BST-CH MINI PANCAKES                ,14.1 OZ   ,004,NULL,Best Choice Pancakes                                                                                                                                                                                                                                           
10,5,DOWNY ULT CLN BRZ LQ                ,34 OZ     ,005,NULL,Downy Fabric Softener                                                                                                                                                                                                                                          
5,3,BST-CH LS CHIC BROTH                ,32 OZ     ,001,NULL,Best Choice Box Broth                                                                                                                                                                                                                                          
200,2,ECK POLSKA SMK ROPE                 ,13 OZ     ,021,Eckrich Polska Kielbasa,Eckrich Sausage                                                                                                                                                                                                                                                
200,4,EGGO CHOC CHP WAFFLE                ,10 CT     ,004,Eggo Chocolate Chip Waffle,Eggo Waffles                                                                                                                                                                                                                                                   
7,1,LSS KID STRBY BBL BT                ,20 OZ     ,007,NULL,NULL
130,3,BST-CH IC SANDWICH                  ,12 CT     ,004,NULL,Best Choice Ice Cream Novelties                                                                                                                                                                                                                                
5,4,SWAN BEEF BROTH BX                  ,32 OZ     ,001,Swanson Beef Broth,Swanson Broth                                                                                                                                                                                                                                                  
5,3,SWAN UNSLT STOCK CKN                ,32 OZ     ,001,Swanson Unsalted Chicken Stock,Swanson Stock                                                                                                                                                                                                                                                  
7,2,J&J SFTY CTN SWABS                  ,55 CT     ,007,NULL,NULL
10,5,DOWNY ULT APRIL LIQ                 ,34 OZ     ,005,Downy April Fresh Liquid Fabric Softener,Downy Fabric Softener                                                                                                                                                                                                                                          
10,5,DWNY LQ WRKL GD FRSH                ,25 OZ     ,005,NULL,Downy Fabric Softener                                                                                                                                                                                                                                          
200,3,BB TKY SMO SAUS                     ,13 OZ     ,021,Butterball Hardwood Smoked Turkey Sausage,Butterball Sausage                                                                                                                                                                                                                                             
200,3,JM POLISH SAUS                      ,7 OZ      ,021,John Morrell Polish Sausage,John Merrell Sausage                                                                                                                                                                                                                                           
5,4,AL SAVE BEEF BRTH BX                ,32 OZ     ,001,NULL,Best Choice Box Broth                                                                                                                                                                                                                                          
7,2,BBY KNG FEEDNG SPN                  ,1 CT      ,006,NULL,NULL
200,3,JM SMKD SAUS                        ,7 OZ      ,021,John Morrell Smaoked Sausage,John Merrell Sausage                                                                                                                                                                                                                                           
130,3,BST-CH FDG CNTR CONE                ,6 CT      ,004,NULL,Best Choice Cones                                                                                                                                                                                                                                              
7,2,BBY KNG BRSH & CMB                  ,EACH      ,006,NULL,NULL
200,3,EGGO CINN TST WAFFLE                ,10 CT     ,004,Eggo Cinnamon Toast Waffles,Eggo Waffles                                                                                                                                                                                                                                                   
200,3,JM HOT SMK SAUS                     ,7 OZ      ,021,NULL,NULL
7,2,FY FIRST KEYS                       ,EACH      ,006,NULL,NULL
5,4,BST-CH CHKN BROTH BX                ,32 OZ     ,001,Best Choice Chicken Broth,Best Choice Box Broth                                                                                                                                                                                                                                          
7,2,VASELINE PET JLY BBY                ,2.89 OZ   ,007,NULL,NULL
10,5,DOWNY LIGHT WODLND RN               ,20.1 OZ   ,005,NULL,Downy Fabric Softener                                                                                                                                                                                                                                          
200,4,EGGO HOMESTYLE WAFFL                ,10 CT     ,004,Eggo Homestyle Waffle,Eggo Waffles                                                                                                                                                                                                                                                   
7,2,BBY KNG WSHCLTHS                    ,3 PK      ,006,NULL,NULL
5,4,SWAN LS BF BROTH BOX                ,32 OZ     ,001,NULL,Swanson Broth                                                                                                                                                                                                                                                  
200,4,HF POLSKA KIELBASA                  ,14 OZ     ,021,Hillshire Polska Kielbasa Sausage Rope,Hillshire Farm Sausage                                                                                                                                                                                                                                         
130,4,BST-CH INDEPEND POPS                ,20 CT     ,004,NULL,Best Choice Ice Cream Novelties                                                                                                                                                                                                                                
200,4,CONECUH SMO SAUS                    ,16 OZ     ,021,NULL,Conecuh Sausage                                                                                                                                                                                                                                                
200,4,CONECUH HCKRY SAUS                  ,16 OZ     ,021,NULL,Conecuh Sausage                                                                                                                                                                                                                                                
200,4,CONECUH CAJUN SAU                   ,16 OZ     ,021,NULL,Conecuh Sausage                                                                                                                                                                                                                                                
200,4,CONECUH HT SPY SAU                  ,16 OZ     ,021,NULL,Conecuh Sausage                                                                                                                                                                                                                                                
5,4,KIT BASIC CHKN STOCK                ,32 OZ     ,001,Kitchen Basics Chicken Stock,Kitchen Basics Stock                                                                                                                                                                                                                                           
130,4,BST-CH SUNDAE CONE                  ,6 CT      ,004,NULL,Best Choice Cones                                                                                                                                                                                                                                              
7,3,BST CH BABY LOTION                  ,16.9 OZ   ,007,NULL,NULL
10,6,DOWNY ULT APRIL LIQ                 ,51 OZ     ,005,Downy April Fresh Liquid Fabric Softener,Downy Fabric Softener                                                                                                                                                                                                                                          
7,3,J&J BBY LTN HD2TOE                  ,16.9 OZ   ,007,NULL,NULL
5,4,SWAN NS CHKN BRTH                   ,32 OZ     ,001,NULL,Swanson Broth                                                                                                                                                                                                                                                  
10,6,DWNY COOL CTTN LQ                   ,51 OZ     ,005,NULL,Downy Fabric Softener                                                                                                                                                                                                                                          
200,5,JD SAGE ROLL SAUSAGE                ,16 OZ     ,021,Jimmy Dean Premium Pork Sage Sausage Roll,Jimmy Dean Breakfast Sausage                                                                                                                                                                                                                                   
7,3,J&J TS BBY OIL                      ,3 OZ      ,007,NULL,NULL
200,5,TENNESSEE PRIDE MILD SAUSAGE        ,16 OZ     ,021,Tennessee Pride Mild Sausage,Tennessee Pride Breakfast Sausage                                                                                                                                                                                                                              
7,3,J&J BBY OIL                         ,14 OZ     ,007,NULL,NULL
200,5,T PRD HOT SAUSAGE                   ,16 OZ     ,021,Tennessee Pride Hot Sausage,Tennessee Pride Breakfast Sausage                                                                                                                                                                                                                              
5,4,SWAN CHKN BROTH BOX                 ,32 OZ     ,001,Swanson Chicken Broth,Swanson Broth                                                                                                                                                                                                                                                  
7,3,BST CH BBY OIL                      ,14 OZ     ,007,NULL,NULL
7,3,J&J BBY OIL W/CCOBTTR               ,6.5 OZ    ,007,NULL,NULL
10,6,DOWNY ULT CLN BRZ LQ                ,51 OZ     ,005,NULL,Downy Fabric Softener                                                                                                                                                                                                                                          
130,4,BST-CH CRUNCH BAR                   ,12 CT     ,004,NULL,Best Choice Ice Cream Novelties                                                                                                                                                                                                                                
7,3,J&J BBY OIL GEL ALOE                ,6.5 OZ    ,007,NULL,NULL
10,7,DOWNY ULT APRIL LIQ                 ,77 OZ     ,005,NULL,Downy Fabric Softener                                                                                                                                                                                                                                          
200,4,EGGO BLUEBERRY WAFFL                ,10 CT     ,004,Eggo Blueberry Waffle,Eggo Waffles                                                                                                                                                                                                                                                   
7,3,J&J BBY PWDR LAV&CHM                ,15 OZ     ,007,NULL,NULL
5,5,BST-CH BEEF BROTH BX                ,32 OZ     ,001,NULL,Best Choice Box Broth                                                                                                                                                                                                                                          
200,5,T PRD SGE SAUSAGE                   ,16 OZ     ,021,Tennessee Pride Sage Country Sausage,Tennessee Pride Breakfast Sausage                                                                                                                                                                                                                              
94,506,J&J CORNSTRCH PWD                   ,4 OZ      ,007,NULL,NULL
10,6,DWNY UNSTOP SPRING                  ,20.1 OZ   ,005,NULL,Downy Fabric Softener                                                                                                                                                                                                                                          
200,5,AL SAVE FRZ ORNG JCE                ,12 OZ     ,004,Always Save Frozen Orange Juice,Always Save Orange Juice                                                                                                                                                                                                                                       
5,5,PACIFIC BEEF BROTH                  ,32 OZ     ,002,NULL,NULL
10,7,SNUGGLE BLUE SPARKLE                ,32 OZ     ,005,Snuggle Ultra Softener Blue Sparkle,Snuggle Fabric Softener                                                                                                                                                                                                                                        
7,3,BST CH CRNSTCH BB PD                ,15 OZ     ,007,NULL,NULL
200,6,BST-CH FRZ APPLE JCE                ,12 OZ     ,004,NULL,Best Choice Frozen Apple Juice                                                                                                                                                                                                                                 
200,5,SWAG HOT ROLL SAUSGE                ,16 OZ     ,021,Swaggerty`s Hot Sausage,Swaggerty`s Breakfast Sausage                                                                                                                                                                                                                                  
200,5,SWAG ROLL SAUS MILD                 ,16 OZ     ,021,Swaggerty`s Mild Country Sausage,Swaggerty`s Breakfast Sausage                                                                                                                                                                                                                                  
7,3,BST CH CRNSTCH BB PD                ,4 OZ      ,007,NULL,NULL
5,5,BST-CH LS CHKN BROTH                ,48 OZ     ,001,NULL,NULL
7,3,COR PREM COTTON SWAB                ,150 CT    ,007,NULL,NULL
200,5,BST-CH FRZ ORANGE JC                ,12 OZ     ,004,NULL,Best Choice Orange Juice                                                                                                                                                                                                                                       
200,5,SWG MLD SAUS PATTIES                ,12 OZ     ,022,Swaggerty`s Sausage Patties,Swaggerty`s Breakfast Sausage                                                                                                                                                                                                                                  
200,5,BST-CH FRZ OJ CLCIUM                ,12 OZ     ,004,Best Choice Orange Juice with Calcium Frozen Concentrate,Best Choice Orange Juice                                                                                                                                                                                                                                       
200,6,BST-CH FRZ OJ CNTRY                 ,12 OZ     ,004,NULL,Best Choice Orange Juice                                                                                                                                                                                                                                       
7,3,Q-TIPS BBY CTN SWBS                 ,170 CT    ,007,NULL,NULL
130,1,TRKY HILL PB CHC BAR                ,9 OZ      ,004,NULL,Turkey Hill Dipped Duos                                                                                                                                                                                                                                        
5,5,SWAN NAT CHKN BRT BX                ,48 OZ     ,001,NULL,NULL
7,5,UNISTAR HUGGIES WIPES               ,EACH      ,006,NULL,NULL
5,5,SWAN CHKN BRTH BOX                  ,48 OZ     ,001,NULL,NULL
7,4,HUGI SIMP CLN FFF SP                ,64 CT     ,005,NULL,Huggies Wipes                                                                                                                                                                                                                                                  
200,0,WILLIAM'S SAUSAGE MILD              ,16 OZ     ,021,Williams Mild Sausage,Wampler`s Sausage                                                                                                                                                                                                                                              
130,5,TRKY HILL SBY VN BAR                ,9 OZ      ,004,NULL,Turkey Hill Dipped Duos                                                                                                                                                                                                                                        
5,5,AL SAVE CHIC BRTH BX                ,32 OZ     ,001,NULL,NULL
10,7,DOWNY LIGHT OCEAN MIST              ,20.1 OZ   ,005,NULL,Downy Fabric Softener                                                                                                                                                                                                                                          
10,7,DWNY LQ CLN BREEZE                  ,77 OZ     ,005,NULL,NULL
7,4,HUGI SP NAT CARE FF                 ,56 CT     ,005,Huggies Natural Care Baby Wipes,Huggies Wipes                                                                                                                                                                                                                                                  
